filename	TRACE	MPKBr_1K	MPKBr_10K	MPKBr_100K	MPKBr_1M	MPKBr_10M	NUM_INSTRUCTIONS	NUM_BR	NUM_UNCOND_BR	NUM_CONDITIONAL_BR	NUM_MISPREDICTIONS	MISPRED_PER_1K_INST	MPKBr_30M	MPKBr_60M	MPKBr_100M	MPKBr_300M	MPKBr_600M	MPKBr_1B	trace	trace_category	historyLength	logPhtSize	ghr
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-1.bt9.trace.res	../traces/LONG_MOBILE-1.bt9.trace.gz	169	72	64.34	60.542	59.2662	642168792	29269647	54105	29215542	1730629	2.694975	NA	NA	NA	NA	NA	NA	LONG_MOBILE-1	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-11.bt9.trace.res	../traces/LONG_MOBILE-11.bt9.trace.gz	307	158.8	124.79	78.735	74.7143	1207440258	325563619	94204876	231358743	8979060	7.436442	62.5121	42.9934	35.41867	27.3616	NA	NA	LONG_MOBILE-11	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-12.bt9.trace.res	../traces/LONG_MOBILE-12.bt9.trace.gz	307	159.1	124.48	78.826	74.6636	1688784689	436394748	112850745	323544003	11961425	7.08286	59.456767	42.3492	35.2297	28.140033	NA	NA	LONG_MOBILE-12	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-13.bt9.trace.res	../traces/LONG_MOBILE-13.bt9.trace.gz	62	29.2	25.99	23.033	NA	1899254569	9074602	47369	9027233	204970	0.107921	NA	NA	NA	NA	NA	NA	LONG_MOBILE-13	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-14.bt9.trace.res	../traces/LONG_MOBILE-14.bt9.trace.gz	115	44	4.4	86.548	102.3519	996258435	231568519	34825181	196743338	24060639	24.151002	103.447933	103.749833	103.85864	NA	NA	NA	LONG_MOBILE-14	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-15.bt9.trace.res	../traces/LONG_MOBILE-15.bt9.trace.gz	195	58.3	6.25	0.956	0.4935	1540382230	341525363	44793411	296731952	233815	0.15179	0.484267	0.479617	0.4862	0.58755	NA	NA	LONG_MOBILE-15	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-16.bt9.trace.res	../traces/LONG_MOBILE-16.bt9.trace.gz	120	136.9	78.76	144.955	84.0703	1658101133	97906477	27848166	70058311	7216911	4.352516	78.036033	77.58165	NA	NA	NA	NA	LONG_MOBILE-16	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-17.bt9.trace.res	../traces/LONG_MOBILE-17.bt9.trace.gz	120	136.9	78.66	128.624	94.8136	3084656168	117925615	25271073	92654542	9398375	3.046814	86.534633	82.26845	79.86177	NA	NA	NA	LONG_MOBILE-17	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-18.bt9.trace.res	../traces/LONG_MOBILE-18.bt9.trace.gz	125	135	25.73	34.643	90.5962	1594582569	86784978	19134527	67650451	9096482	5.704616	100.097433	103.188517	NA	NA	NA	NA	LONG_MOBILE-18	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-19.bt9.trace.res	../traces/LONG_MOBILE-19.bt9.trace.gz	198	88.2	10.93	1.393	2.6388	1980734565	97764489	5647082	92117407	519742	0.262399	3.6179	4.1762	NA	NA	NA	NA	LONG_MOBILE-19	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-2.bt9.trace.res	../traces/LONG_MOBILE-2.bt9.trace.gz	67	6.7	78.13	43.657	38.1726	1271560006	112993125	1404676	111588449	4336820	3.410629	38.516867	38.363017	38.35516	NA	NA	NA	LONG_MOBILE-2	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-3.bt9.trace.res	../traces/LONG_MOBILE-3.bt9.trace.gz	241	195.3	133.44	88.909	91.2701	1283893069	163272689	26253683	137019006	15550481	12.111975	92.368633	93.785233	96.52408	NA	NA	NA	LONG_MOBILE-3	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-4.bt9.trace.res	../traces/LONG_MOBILE-4.bt9.trace.gz	245	33.2	5.07	0.963	0.5614	999999976	13881337	22884	13858453	7789	0.007789	NA	NA	NA	NA	NA	NA	LONG_MOBILE-4	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-5.bt9.trace.res	../traces/LONG_MOBILE-5.bt9.trace.gz	265	55.6	14.41	8.104	NA	1000000000	4038314	2489985	1548329	20832	0.020832	NA	NA	NA	NA	NA	NA	LONG_MOBILE-5	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-6.bt9.trace.res	../traces/LONG_MOBILE-6.bt9.trace.gz	245	30.8	4.72	104.503	92.1897	514635404	71815794	14786976	57028818	6348822	12.336543	89.403667	88.530083	NA	NA	NA	NA	LONG_MOBILE-6	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-7.bt9.trace.res	../traces/LONG_MOBILE-7.bt9.trace.gz	251	93.2	114.76	129.318	89.4156	599758591	102414543	6556201	95858342	8718734	14.537072	87.055767	85.920917	85.29986	NA	NA	NA	LONG_MOBILE-7	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-8.bt9.trace.res	../traces/LONG_MOBILE-8.bt9.trace.gz	71	7.1	1.37	0.231	0.1757	5789354553	811360113	426874521	384485592	153652	0.02654	0.1481	0.13995	0.13701	0.14149	0.155988	NA	LONG_MOBILE-8	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-9.bt9.trace.res	../traces/LONG_MOBILE-9.bt9.trace.gz	26	17.5	14.95	13.765	18.3717	990358237	269658601	2588186	267070415	4933490	4.981521	17.850133	17.940383	18.52606	NA	NA	NA	LONG_MOBILE-9	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_SERVER-1.bt9.trace.res	../traces/LONG_SERVER-1.bt9.trace.gz	321	121.7	108.59	128.776	127.419	871444047	149246445	48581498	100664947	19850432	22.77878	130.462067	140.0709	138.40997	NA	NA	NA	LONG_SERVER-1	LONG_SERVER	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_SERVER-2.bt9.trace.res	../traces/LONG_SERVER-2.bt9.trace.gz	373	96.1	175.78	160.193	125.1335	1578129863	419762285	19648824	400113461	7542613	4.779463	102.556767	51.8931	46.48937	23.925833	NA	NA	LONG_SERVER-2	LONG_SERVER	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_SERVER-3.bt9.trace.res	../traces/LONG_SERVER-3.bt9.trace.gz	132	173.2	138.07	54.895	12.9326	1427677542	392361077	111322650	281038427	32122589	22.499891	91.9799	67.642883	77.07771	80.84734	NA	NA	LONG_SERVER-3	LONG_SERVER	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_SERVER-4.bt9.trace.res	../traces/LONG_SERVER-4.bt9.trace.gz	147	175.4	137.33	55	49.5378	804129334	187260936	71902747	115358189	8608794	10.705733	47.9504	45.818133	47.35922	NA	NA	NA	LONG_SERVER-4	LONG_SERVER	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-1.bt9.trace.res	../traces/SHORT_MOBILE-1.bt9.trace.gz	315	96.9	38.09	50.01	48.7459	148974179	16662268	4744842	11917426	812451	5.453636	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-1	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-10.bt9.trace.res	../traces/SHORT_MOBILE-10.bt9.trace.gz	237	36.1	74.3	36.922	33.0031	309468326	21751583	1076746	20674837	701543	2.26693	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-10	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-11.bt9.trace.res	../traces/SHORT_MOBILE-11.bt9.trace.gz	273	59.3	7	0.893	NA	100354118	2456987	4390	2452597	1834	0.018275	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-11	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-12.bt9.trace.res	../traces/SHORT_MOBILE-12.bt9.trace.gz	273	42.8	5.21	0.872	NA	113837138	3681236	4584	3676652	1789	0.015715	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-12	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-13.bt9.trace.res	../traces/SHORT_MOBILE-13.bt9.trace.gz	273	67.6	6.76	1.006	NA	104905199	4205459	4837	4200622	1949	0.018579	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-13	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-14.bt9.trace.res	../traces/SHORT_MOBILE-14.bt9.trace.gz	244	53.6	27.71	24.333	23.9823	1000000000	38684342	2221649	36462693	926661	0.926661	23.97	NA	NA	NA	NA	NA	SHORT_MOBILE-14	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-15.bt9.trace.res	../traces/SHORT_MOBILE-15.bt9.trace.gz	259	52.5	19.09	15.767	15.4856	1000000000	200505887	22069	200483818	3088037	3.088037	15.4247	15.4103	15.40705	NA	NA	NA	SHORT_MOBILE-15	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-16.bt9.trace.res	../traces/SHORT_MOBILE-16.bt9.trace.gz	270	92.2	57.05	74.979	81.8413	536505108	81720684	34698878	47021806	6723318	12.531694	82.054567	82.26185	NA	NA	NA	NA	SHORT_MOBILE-16	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-17.bt9.trace.res	../traces/SHORT_MOBILE-17.bt9.trace.gz	262	46.7	8.88	1.5	NA	1000000000	7018378	1957256	5061122	4651	0.004651	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-17	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-18.bt9.trace.res	../traces/SHORT_MOBILE-18.bt9.trace.gz	0	1.5	2.67	2.456	1.9139	993336489	213632603	1628241	212004362	398978	0.401654	1.697633	1.7007	1.92826	NA	NA	NA	SHORT_MOBILE-18	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-19.bt9.trace.res	../traces/SHORT_MOBILE-19.bt9.trace.gz	219	168.4	69.75	30.095	NA	78221020	2111601	9159	2102442	59937	0.766252	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-19	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-2.bt9.trace.res	../traces/SHORT_MOBILE-2.bt9.trace.gz	207	95.3	72.16	135.017	141.4834	344783366	54336215	3180019	51156196	7703063	22.341748	141.6945	NA	NA	NA	NA	NA	SHORT_MOBILE-2	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-20.bt9.trace.res	../traces/SHORT_MOBILE-20.bt9.trace.gz	295	154.7	122.41	95.225	69.6595	383113832	92280401	40880141	51400260	10975520	28.648196	90.2303	114.828183	NA	NA	NA	NA	SHORT_MOBILE-20	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-21.bt9.trace.res	../traces/SHORT_MOBILE-21.bt9.trace.gz	309	156.3	122.49	95.58	74.9096	2163787881	551117375	245304980	305812395	54448666	25.163588	75.653267	91.7172	98.38168	101.89112	NA	NA	SHORT_MOBILE-21	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-23.bt9.trace.res	../traces/SHORT_MOBILE-23.bt9.trace.gz	308	158.1	125.03	80.635	77.0809	3629750101	1000480336	446276088	554204248	54732031	15.078733	69.2954	61.414483	58.30042	54.83075	54.258395	54.688956	SHORT_MOBILE-23	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-24.bt9.trace.res	../traces/SHORT_MOBILE-24.bt9.trace.gz	1	0.1	0.08	NA	NA	100106755	770140	0	770140	48	4.79e-4	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-24	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-25.bt9.trace.res	../traces/SHORT_MOBILE-25.bt9.trace.gz	1	0.1	0.08	0.063	NA	99206158	2834777	0	2834777	174	0.001754	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-25	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-26.bt9.trace.res	../traces/SHORT_MOBILE-26.bt9.trace.gz	5	0.5	0.05	0.01	0.0028	2883605006	262150501	131075000	131075501	510	1.77e-4	0.0022	0.00205	0.00199	NA	NA	NA	SHORT_MOBILE-26	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-27.bt9.trace.res	../traces/SHORT_MOBILE-27.bt9.trace.gz	123	NA	NA	NA	NA	220814	4004	303	3701	501	2.268878	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-27	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-28.bt9.trace.res	../traces/SHORT_MOBILE-28.bt9.trace.gz	110	111.2	111.34	NA	NA	14055614	230804	303	230501	25701	1.828522	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-28	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-29.bt9.trace.res	../traces/SHORT_MOBILE-29.bt9.trace.gz	117	175	106.61	124.534	NA	100018978	7689332	1362323	6327009	956005	9.558236	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-29	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-3.bt9.trace.res	../traces/SHORT_MOBILE-3.bt9.trace.gz	315	102	28.84	30.249	28.5141	101127141	15996915	103519	15893396	453268	4.48216	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-3	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-30.bt9.trace.res	../traces/SHORT_MOBILE-30.bt9.trace.gz	168	127.9	82.86	78.014	77.5341	658661227	123358312	11682420	111675892	9559680	14.513804	77.4944	77.4962	77.48812	NA	NA	NA	SHORT_MOBILE-30	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-31.bt9.trace.res	../traces/SHORT_MOBILE-31.bt9.trace.gz	62	29.2	25.99	23.033	NA	1899254569	9074602	47369	9027233	204970	0.107921	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-31	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-32.bt9.trace.res	../traces/SHORT_MOBILE-32.bt9.trace.gz	219	167.5	70.24	31.255	NA	99702195	3086155	40273	3045882	88616	0.888807	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-32	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-33.bt9.trace.res	../traces/SHORT_MOBILE-33.bt9.trace.gz	43	41.8	41.68	41.668	NA	216999993	2399995	99999	2299996	100001	0.460834	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-33	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-34.bt9.trace.res	../traces/SHORT_MOBILE-34.bt9.trace.gz	26	23.1	NA	NA	NA	2115006	22001	501	21500	504	0.238297	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-34	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-35.bt9.trace.res	../traces/SHORT_MOBILE-35.bt9.trace.gz	15	12.1	NA	NA	NA	4226507	42501	501	42000	504	0.119247	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-35	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-36.bt9.trace.res	../traces/SHORT_MOBILE-36.bt9.trace.gz	7	3.4	3.06	NA	NA	16895507	165501	501	165000	504	0.02983	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-36	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-37.bt9.trace.res	../traces/SHORT_MOBILE-37.bt9.trace.gz	117	142.3	82.03	58.929	85.0026	3195627559	135575678	32480319	103095359	9802086	3.067343	76.449700000000007	75.015133	72.43447	NA	NA	NA	SHORT_MOBILE-37	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-38.bt9.trace.res	../traces/SHORT_MOBILE-38.bt9.trace.gz	120	136.9	78.76	144.955	84.0703	1658101133	97906477	27848166	70058311	7216911	4.352516	78.036033	77.58165	NA	NA	NA	NA	SHORT_MOBILE-38	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-39.bt9.trace.res	../traces/SHORT_MOBILE-39.bt9.trace.gz	125	128.1	62.29	56.263	99.4491	553679960	13883538	3735573	10147965	1434141	2.590198	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-39	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-4.bt9.trace.res	../traces/SHORT_MOBILE-4.bt9.trace.gz	147	103.8	69.18	65.877	116.348	372505316	17837676	858555	16979121	2295972	6.163595	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-4	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-40.bt9.trace.res	../traces/SHORT_MOBILE-40.bt9.trace.gz	292	33.9	5.09	2.432	2.4115	295563164	42764602	541899	42222703	96236	0.325602	2.3703	NA	NA	NA	NA	NA	SHORT_MOBILE-40	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-41.bt9.trace.res	../traces/SHORT_MOBILE-41.bt9.trace.gz	28	9	3.88	3.441	3.4234	999996940	248983940	83032148	165951792	829664	0.829667	3.3589	3.343217	3.33622	NA	NA	NA	SHORT_MOBILE-41	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-42.bt9.trace.res	../traces/SHORT_MOBILE-42.bt9.trace.gz	215	158.9	164.49	164.881	164.2177	100189686	35697230	737868	34959362	5851688	58.406092	164.1402	NA	NA	NA	NA	NA	SHORT_MOBILE-42	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-43.bt9.trace.res	../traces/SHORT_MOBILE-43.bt9.trace.gz	123	113.6	75.41	71.879	71.524	100067714	16898205	3627327	13270878	1208742	12.079241	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-43	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-44.bt9.trace.res	../traces/SHORT_MOBILE-44.bt9.trace.gz	215	162.2	86.3	50.186	46.5311	99999170	16532002	791761	15740241	767695	7.677014	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-44	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-45.bt9.trace.res	../traces/SHORT_MOBILE-45.bt9.trace.gz	23	9.1	7.78	7.807	9.8638	236538163	11439517	96874	11342643	131375	0.555407	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-45	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-46.bt9.trace.res	../traces/SHORT_MOBILE-46.bt9.trace.gz	348	135.5	126.01	129.747	124.6452	110000000	12329142	3520318	8808824	1517347	13.794064	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-46	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-47.bt9.trace.res	../traces/SHORT_MOBILE-47.bt9.trace.gz	34	25.4	24.59	24.506	24.4959	110000000	18559672	2716049	15843623	454539	4.132173	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-47	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-48.bt9.trace.res	../traces/SHORT_MOBILE-48.bt9.trace.gz	47	4.7	0.5	0.088	0.0426	110000000	13232466	5851091	7381375	517	0.0047	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-48	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-49.bt9.trace.res	../traces/SHORT_MOBILE-49.bt9.trace.gz	264	137.6	78.42	63.856	NA	110000000	8690437	912039	7778398	588498	5.349982	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-49	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-5.bt9.trace.res	../traces/SHORT_MOBILE-5.bt9.trace.gz	336	63.4	37.84	26.702	141.135	169326426	21765365	2209771	19555594	3210212	18.958718	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-5	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-50.bt9.trace.res	../traces/SHORT_MOBILE-50.bt9.trace.gz	0	6.6	105.82	119.551	NA	110000000	9956899	465936	9490963	1259310	11.448273	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-50	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-51.bt9.trace.res	../traces/SHORT_MOBILE-51.bt9.trace.gz	0	7.7	2.54	1.71	NA	110000000	5672873	88863	5584010	8321	0.075645	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-51	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-52.bt9.trace.res	../traces/SHORT_MOBILE-52.bt9.trace.gz	259	158.1	142.36	132.144	117.6758	110000000	22315178	2063656	20251522	2844149	25.8559	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-52	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-53.bt9.trace.res	../traces/SHORT_MOBILE-53.bt9.trace.gz	243	108.3	87.08	78.993	66.6081	110000000	21707927	6075457	15632470	1245621	11.323827	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-53	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-54.bt9.trace.res	../traces/SHORT_MOBILE-54.bt9.trace.gz	287	180	150.15	151.704	NA	110000000	8917460	1165843	7751617	1465772	13.3252	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-54	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-55.bt9.trace.res	../traces/SHORT_MOBILE-55.bt9.trace.gz	169	146.2	135.31	138.497	108.6066	110000000	14398970	11190	14387780	1121543	10.195845	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-55	SHORT_MOBILE	10	10	target history
