filename	TRACE	MPKBr_1K	MPKBr_10K	MPKBr_100K	MPKBr_1M	MPKBr_10M	NUM_INSTRUCTIONS	NUM_BR	NUM_UNCOND_BR	NUM_CONDITIONAL_BR	NUM_MISPREDICTIONS	MISPRED_PER_1K_INST	MPKBr_30M	MPKBr_60M	MPKBr_100M	MPKBr_300M	MPKBr_600M	MPKBr_1B	trace	trace_category	historyLength	logPhtSize	ghr
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-40.bt9.trace.res	../traces/SHORT_MOBILE-40.bt9.trace.gz	317	36.6	4.75	1.656	1.2964	295563164	42764602	541899	42222703	48095	0.162723	1.188567	NA	NA	NA	NA	NA	SHORT_MOBILE-40	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-41.bt9.trace.res	../traces/SHORT_MOBILE-41.bt9.trace.gz	30	11.4	4.12	3.493	3.4452	999996940	248983940	83032148	165951792	827541	0.827544	3.360233	3.340333	3.33122	NA	NA	NA	SHORT_MOBILE-41	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-42.bt9.trace.res	../traces/SHORT_MOBILE-42.bt9.trace.gz	236	177.7	173.36	123.223	116.976	100189686	35697230	737868	34959362	4152112	41.442509	116.490333	NA	NA	NA	NA	NA	SHORT_MOBILE-42	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-43.bt9.trace.res	../traces/SHORT_MOBILE-43.bt9.trace.gz	135	129.1	75.09	73.035	72.8274	100067714	16898205	3627327	13270878	1231008	12.30175	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-43	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-44.bt9.trace.res	../traces/SHORT_MOBILE-44.bt9.trace.gz	236	182.5	76.79	33.856	29.5643	99999170	16532002	791761	15740241	486682	4.86686	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-44	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-45.bt9.trace.res	../traces/SHORT_MOBILE-45.bt9.trace.gz	22	9	7.76	7.798	9.8504	236538163	11439517	96874	11342643	131185	0.554604	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-45	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-46.bt9.trace.res	../traces/SHORT_MOBILE-46.bt9.trace.gz	374	136.4	117.66	94.958	84.9821	110000000	12329142	3520318	8808824	1021849	9.289536	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-46	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-47.bt9.trace.res	../traces/SHORT_MOBILE-47.bt9.trace.gz	36	25.6	24.61	24.513	24.4966	110000000	18559672	2716049	15843623	454546	4.132236	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-47	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-48.bt9.trace.res	../traces/SHORT_MOBILE-48.bt9.trace.gz	57	5.7	0.6	0.109	0.0536	110000000	13232466	5851091	7381375	604	0.005491	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-48	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-49.bt9.trace.res	../traces/SHORT_MOBILE-49.bt9.trace.gz	340	177.3	74.37	49.924	NA	110000000	8690437	912039	7778398	442205	4.020045	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-49	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-5.bt9.trace.res	../traces/SHORT_MOBILE-5.bt9.trace.gz	360	60.1	26.87	15.742	130.1024	169326426	21765365	2209771	19555594	2976393	17.577841	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-5	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-50.bt9.trace.res	../traces/SHORT_MOBILE-50.bt9.trace.gz	0	6.5	90.71	97.552	NA	110000000	9956899	465936	9490963	1013844	9.216764	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-50	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-51.bt9.trace.res	../traces/SHORT_MOBILE-51.bt9.trace.gz	0	7.4	2.21	1.135	NA	110000000	5672873	88863	5584010	5768	0.052436	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-51	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-52.bt9.trace.res	../traces/SHORT_MOBILE-52.bt9.trace.gz	298	149.7	113.14	102.335	89.6414	110000000	22315178	2063656	20251522	2185384	19.867127	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-52	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-53.bt9.trace.res	../traces/SHORT_MOBILE-53.bt9.trace.gz	238	68.9	46.52	37.863	31.8163	110000000	21707927	6075457	15632470	521954	4.745036	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-53	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-54.bt9.trace.res	../traces/SHORT_MOBILE-54.bt9.trace.gz	309	186.9	130.33	124.362	NA	110000000	8917460	1165843	7751617	1196363	10.876027	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-54	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-55.bt9.trace.res	../traces/SHORT_MOBILE-55.bt9.trace.gz	202	153.2	135.46	135.314	104.7586	110000000	14398970	11190	14387780	1082888	9.844436	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-55	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-56.bt9.trace.res	../traces/SHORT_MOBILE-56.bt9.trace.gz	42	37.7	37.05	36.787	NA	110000000	1388082	20264	1367818	51048	0.464073	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-56	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-57.bt9.trace.res	../traces/SHORT_MOBILE-57.bt9.trace.gz	25	20.2	19.27	19.304	NA	110000000	2750339	20797	2729542	53182	0.483473	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-57	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-58.bt9.trace.res	../traces/SHORT_MOBILE-58.bt9.trace.gz	35	26.7	17.85	16.69	NA	110000000	3499452	232765	3266687	58036	0.5276	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-58	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-59.bt9.trace.res	../traces/SHORT_MOBILE-59.bt9.trace.gz	0	0.6	0.73	0.694	NA	110000000	4782677	32	4782645	3320	0.030182	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-59	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-6.bt9.trace.res	../traces/SHORT_MOBILE-6.bt9.trace.gz	396	141.1	115.89	94.893	120.0898	225731243	22109626	1675058	20434568	2806740	12.43399	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-6	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-60.bt9.trace.res	../traces/SHORT_MOBILE-60.bt9.trace.gz	158	126	81.15	81.53	92.3727	110000000	18496113	2415083	16081030	1646656	14.9696	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-60	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-61.bt9.trace.res	../traces/SHORT_MOBILE-61.bt9.trace.gz	262	112.8	98	44.577	31.1485	172842062	32830844	13757651	19073193	985354	5.700892	30.365467	NA	NA	NA	NA	NA	SHORT_MOBILE-61	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-7.bt9.trace.res	../traces/SHORT_MOBILE-7.bt9.trace.gz	385	105	116.38	106.274	74.8693	140479767	26276670	2016522	24260148	1877380	13.36406	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-7	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-8.bt9.trace.res	../traces/SHORT_MOBILE-8.bt9.trace.gz	257	52.3	22.16	16.584	15.4628	154558316	17182905	5750652	11432253	265176	1.715702	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-8	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_MOBILE-9.bt9.trace.res	../traces/SHORT_MOBILE-9.bt9.trace.gz	164	72.1	65.51	48.375	45.8022	642168792	29269647	54105	29215542	1333285	2.076222	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-9	SHORT_MOBILE	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-1.bt9.trace.res	../traces/SHORT_SERVER-1.bt9.trace.gz	284	206.3	69.76	60.065	51.369	1283891318	230692527	67816063	162876464	11033635	8.593901	47.129967	45.595833	46.55314	NA	NA	NA	SHORT_SERVER-1	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-10.bt9.trace.res	../traces/SHORT_SERVER-10.bt9.trace.gz	516	102.8	37.11	29.333	NA	209999900	9719858	1367409	8352449	265279	1.263234	NA	NA	NA	NA	NA	NA	SHORT_SERVER-10	SHORT_SERVER	15	15	target history
