filename	TRACE	MPKBr_1K	MPKBr_10K	MPKBr_100K	MPKBr_1M	MPKBr_10M	NUM_INSTRUCTIONS	NUM_BR	NUM_UNCOND_BR	NUM_CONDITIONAL_BR	NUM_MISPREDICTIONS	MISPRED_PER_1K_INST	MPKBr_30M	MPKBr_60M	MPKBr_100M	MPKBr_300M	MPKBr_600M	MPKBr_1B	trace	trace_category	historyLength	logPhtSize	ghr
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-1.bt9.trace.res	../traces/LONG_MOBILE-1.bt9.trace.gz	172	73.7	51.24	45.677	45.4555	642168792	29269647	54105	29215542	1328497	2.068766	NA	NA	NA	NA	NA	NA	LONG_MOBILE-1	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-11.bt9.trace.res	../traces/LONG_MOBILE-11.bt9.trace.gz	292	159.6	141.33	94.551	95.9024	1207440258	325563619	94204876	231358743	17106055	14.167206	83.939767	66.547433	59.75947	52.610647	NA	NA	LONG_MOBILE-11	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-12.bt9.trace.res	../traces/LONG_MOBILE-12.bt9.trace.gz	292	163.8	142.01	94.573	95.9413	1688784689	436394748	112850745	323544003	14334707	8.488179	80.634067	55.249083	44.56216	34.04703	NA	NA	LONG_MOBILE-12	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-13.bt9.trace.res	../traces/LONG_MOBILE-13.bt9.trace.gz	64	29.4	26.01	22.885	NA	1899254569	9074602	47369	9027233	203585	0.107192	NA	NA	NA	NA	NA	NA	LONG_MOBILE-13	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-14.bt9.trace.res	../traces/LONG_MOBILE-14.bt9.trace.gz	138	55.2	5.52	147.989	176.6811	996258435	231568519	34825181	196743338	41569569	41.725688	178.689067	179.234383	179.43434	NA	NA	NA	LONG_MOBILE-14	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-15.bt9.trace.res	../traces/LONG_MOBILE-15.bt9.trace.gz	312	121.1	12.66	1.603	0.7059	1540382230	341525363	44793411	296731952	318084	0.20649700000000001	0.674967	0.659417	0.67119	0.80126	NA	NA	LONG_MOBILE-15	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-16.bt9.trace.res	../traces/LONG_MOBILE-16.bt9.trace.gz	141	183.9	105.02	197.785	132.9985	1658101133	97906477	27848166	70058311	12114209	7.306074	128.0402	127.883117	NA	NA	NA	NA	LONG_MOBILE-16	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-17.bt9.trace.res	../traces/LONG_MOBILE-17.bt9.trace.gz	141	183.9	105.15	178	138.9704	3084656168	117925615	25271073	92654542	14076580	4.563419	128.386033	122.65705	119.13876	NA	NA	NA	LONG_MOBILE-17	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-18.bt9.trace.res	../traces/LONG_MOBILE-18.bt9.trace.gz	135	162.9	31.27	33.775	109.5533	1594582569	86784978	19134527	67650451	11192625	7.019157	123.616067	127.439817	NA	NA	NA	NA	LONG_MOBILE-18	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-19.bt9.trace.res	../traces/LONG_MOBILE-19.bt9.trace.gz	209	110.3	13.53	1.653	2.6701	1980734565	97764489	5647082	92117407	520622	0.262843	3.628067	4.180983	NA	NA	NA	NA	LONG_MOBILE-19	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-2.bt9.trace.res	../traces/LONG_MOBILE-2.bt9.trace.gz	63	6.3	104.52	62.395	55.2313	1271560006	112993125	1404676	111588449	6267327	4.928849	55.649767	55.449617	55.44015	NA	NA	NA	LONG_MOBILE-2	LONG_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/LONG_MOBILE-3.bt9.trace.res	../traces/LONG_MOBILE-3.bt9.trace.gz	260	225.5	163.67	117.946	123.3953	1283893069	163272689	26253683	137019006	21285068	16.578536	128.264833	129.17395	132.3415	NA	NA	NA	LONG_MOBILE-3	LONG_MOBILE	10	10	target history
